Country,Year,Metric,Classification,Value
Spain,2012,Patents,Total,1544.0
Spain,2013,Patents,Total,1504.0
Spain,2014,Patents,Total,1471.0
Spain,2015,Patents,Total,1518.0
Spain,2016,Patents,Total,1574.0
Spain,2017,Patents,Total,1671.0
Spain,2018,Patents,Total,1781.0
Spain,2019,Patents,Total,1885.0
Spain,2020,Patents,Total,1794.0
Spain,2021,Patents,Total,1945.0
Spain,2022,Patents,Total,1974.0
Spain,2023,Patents,Total,2111.0
Finland,2004,Patents,Total,1608.0
Finland,2005,Patents,Total,1514.0
Finland,2006,Patents,Total,1674.0
Finland,2007,Patents,Total,2036.0
Finland,2008,Patents,Total,1802.0
Finland,2009,Patents,Total,1413.0
Finland,2010,Patents,Total,1617.0
Finland,2011,Patents,Total,1548.0
Finland,2012,Patents,Total,1851.0
Finland,2013,Patents,Total,1894.0
Finland,2014,Patents,Total,2182.0
Finland,2015,Patents,Total,1993.0
Finland,2016,Patents,Total,1796.0
Finland,2017,Patents,Total,1797.0
Finland,2018,Patents,Total,1728.0
Finland,2019,Patents,Total,1705.0
Finland,2020,Patents,Total,1899.0
Finland,2021,Patents,Total,2108.0
Finland,2022,Patents,Total,2140.0
Finland,2023,Patents,Total,2336.0
France,2004,Patents,Total,8079.0
France,2005,Patents,Total,8034.0
France,2006,Patents,Total,8051.0
France,2007,Patents,Total,8359.0
France,2008,Patents,Total,9093.0
France,2009,Patents,Total,8974.0
France,2010,Patents,Total,9575.0
France,2011,Patents,Total,9617.0
France,2012,Patents,Total,9897.0
France,2013,Patents,Total,9835.0
France,2014,Patents,Total,10614.0
France,2015,Patents,Total,10760.0
France,2016,Patents,Total,10484.0
France,2017,Patents,Total,10619.0
France,2018,Patents,Total,10468.0
France,2019,Patents,Total,10233.0
France,2020,Patents,Total,10614.0
France,2021,Patents,Total,10693.0
France,2022,Patents,Total,10983.0
France,2023,Patents,Total,10814.0
Croatia,2004,Patents,Total,24.0
Croatia,2005,Patents,Total,26.0
Croatia,2006,Patents,Total,30.0
Croatia,2007,Patents,Total,38.0
Croatia,2008,Patents,Total,24.0
Croatia,2009,Patents,Total,20.0
Croatia,2010,Patents,Total,17.0
Croatia,2011,Patents,Total,18.0
Croatia,2012,Patents,Total,19.0
Croatia,2013,Patents,Total,10.0
Croatia,2014,Patents,Total,12.0
Croatia,2015,Patents,Total,9.0
Croatia,2016,Patents,Total,16.0
Croatia,2017,Patents,Total,10.0
Croatia,2018,Patents,Total,14.0
Croatia,2019,Patents,Total,19.0
Croatia,2020,Patents,Total,23.0
Croatia,2021,Patents,Total,27.0
Croatia,2022,Patents,Total,32.0
Croatia,2023,Patents,Total,51.0
Hungary,2004,Patents,Total,94.0
Hungary,2005,Patents,Total,81.0
Hungary,2006,Patents,Total,93.0
Hungary,2007,Patents,Total,100.0
Hungary,2008,Patents,Total,108.0
Hungary,2009,Patents,Total,116.0
Hungary,2010,Patents,Total,107.0
Hungary,2011,Patents,Total,96.0
Hungary,2012,Patents,Total,105.0
Hungary,2013,Patents,Total,103.0
Hungary,2014,Patents,Total,114.0
Hungary,2015,Patents,Total,97.0
Hungary,2016,Patents,Total,107.0
Hungary,2017,Patents,Total,95.0
Hungary,2018,Patents,Total,118.0
Hungary,2019,Patents,Total,97.0
Hungary,2020,Patents,Total,109.0
Hungary,2021,Patents,Total,119.0
Hungary,2022,Patents,Total,104.0
Hungary,2023,Patents,Total,108.0
Ireland,2004,Patents,Total,326.0
Ireland,2005,Patents,Total,311.0
Ireland,2006,Patents,Total,349.0
Ireland,2007,Patents,Total,423.0
Ireland,2008,Patents,Total,484.0
Ireland,2009,Patents,Total,622.0
Ireland,2010,Patents,Total,637.0
Ireland,2011,Patents,Total,653.0
Ireland,2012,Patents,Total,609.0
Ireland,2013,Patents,Total,566.0
Ireland,2014,Patents,Total,622.0
Ireland,2015,Patents,Total,614.0
Ireland,2016,Patents,Total,727.0
Ireland,2017,Patents,Total,660.0
Ireland,2018,Patents,Total,826.0
Ireland,2019,Patents,Total,882.0
Ireland,2020,Patents,Total,980.0
Ireland,2021,Patents,Total,1015.0
Ireland,2022,Patents,Total,1180.0
Ireland,2023,Patents,Total,1057.0
Iceland,2004,Patents,Total,31.0
Iceland,2005,Patents,Total,28.0
Iceland,2006,Patents,Total,47.0
Iceland,2007,Patents,Total,36.0
Iceland,2008,Patents,Total,36.0
Iceland,2009,Patents,Total,46.0
Iceland,2010,Patents,Total,53.0
Iceland,2011,Patents,Total,45.0
Iceland,2012,Patents,Total,50.0
Iceland,2013,Patents,Total,38.0
Iceland,2014,Patents,Total,42.0
Iceland,2015,Patents,Total,45.0
Iceland,2016,Patents,Total,39.0
Iceland,2017,Patents,Total,56.0
Iceland,2018,Patents,Total,33.0
Iceland,2019,Patents,Total,50.0
Iceland,2020,Patents,Total,41.0
Iceland,2021,Patents,Total,63.0
Iceland,2022,Patents,Total,48.0
Iceland,2023,Patents,Total,42.0
Italy,2004,Patents,Total,3998.0
Italy,2005,Patents,Total,4199.0
Italy,2006,Patents,Total,4173.0
Italy,2007,Patents,Total,4408.0
Italy,2008,Patents,Total,4357.0
Italy,2009,Patents,Total,3879.0
Italy,2010,Patents,Total,4078.0
Italy,2011,Patents,Total,3970.0
Italy,2012,Patents,Total,3744.0
Italy,2013,Patents,Total,3706.0
Italy,2014,Patents,Total,3649.0
Italy,2015,Patents,Total,3986.0
Italy,2016,Patents,Total,4154.0
Italy,2017,Patents,Total,4360.0
Italy,2018,Patents,Total,4404.0
Italy,2019,Patents,Total,4469.0
Italy,2020,Patents,Total,4619.0
Italy,2021,Patents,Total,4920.0
Italy,2022,Patents,Total,4867.0
Italy,2023,Patents,Total,5053.0
Liechtenstein,2004,Patents,Total,146.0
Liechtenstein,2005,Patents,Total,152.0
Liechtenstein,2006,Patents,Total,167.0
Liechtenstein,2007,Patents,Total,238.0
Liechtenstein,2008,Patents,Total,225.0
Liechtenstein,2009,Patents,Total,228.0
Liechtenstein,2010,Patents,Total,279.0
Liechtenstein,2011,Patents,Total,222.0
Liechtenstein,2012,Patents,Total,199.0
Liechtenstein,2013,Patents,Total,250.0
Liechtenstein,2014,Patents,Total,278.0
Liechtenstein,2015,Patents,Total,371.0
Liechtenstein,2016,Patents,Total,374.0
Liechtenstein,2017,Patents,Total,380.0
Liechtenstein,2018,Patents,Total,432.0
Liechtenstein,2019,Patents,Total,437.0
Liechtenstein,2020,Patents,Total,439.0
Liechtenstein,2021,Patents,Total,493.0
Liechtenstein,2022,Patents,Total,458.0
Liechtenstein,2023,Patents,Total,447.0
Lithuania,2004,Patents,Total,2.0
Lithuania,2005,Patents,Total,1.0
Lithuania,2006,Patents,Total,1.0
Lithuania,2007,Patents,Total,9.0
Lithuania,2008,Patents,Total,11.0
Lithuania,2009,Patents,Total,13.0
Lithuania,2010,Patents,Total,9.0
Lithuania,2011,Patents,Total,14.0
Lithuania,2012,Patents,Total,19.0
Lithuania,2013,Patents,Total,22.0
Lithuania,2014,Patents,Total,24.0
Lithuania,2015,Patents,Total,39.0
Lithuania,2016,Patents,Total,26.0
Lithuania,2017,Patents,Total,24.0
Lithuania,2018,Patents,Total,37.0
Lithuania,2019,Patents,Total,29.0
Lithuania,2020,Patents,Total,50.0
Lithuania,2021,Patents,Total,71.0
Lithuania,2022,Patents,Total,79.0
Lithuania,2023,Patents,Total,129.0
Luxembourg,2004,Patents,Total,183.0
Luxembourg,2005,Patents,Total,181.0
Luxembourg,2006,Patents,Total,203.0
Luxembourg,2007,Patents,Total,259.0
Luxembourg,2008,Patents,Total,274.0
Luxembourg,2009,Patents,Total,364.0
Luxembourg,2010,Patents,Total,420.0
Luxembourg,2011,Patents,Total,393.0
Luxembourg,2012,Patents,Total,449.0
Luxembourg,2013,Patents,Total,429.0
Luxembourg,2014,Patents,Total,454.0
Luxembourg,2015,Patents,Total,425.0
Luxembourg,2016,Patents,Total,556.0
Luxembourg,2017,Patents,Total,533.0
Luxembourg,2018,Patents,Total,431.0
Luxembourg,2019,Patents,Total,415.0
Luxembourg,2020,Patents,Total,402.0
Luxembourg,2021,Patents,Total,433.0
Luxembourg,2022,Patents,Total,344.0
Luxembourg,2023,Patents,Total,385.0
Latvia,2004,Patents,Total,4.0
Latvia,2005,Patents,Total,7.0
Latvia,2006,Patents,Total,10.0
Latvia,2007,Patents,Total,20.0
Latvia,2008,Patents,Total,42.0
Latvia,2009,Patents,Total,49.0
Latvia,2010,Patents,Total,32.0
Latvia,2011,Patents,Total,28.0
Latvia,2012,Patents,Total,25.0
Latvia,2013,Patents,Total,80.0
Latvia,2014,Patents,Total,8.0
Latvia,2015,Patents,Total,30.0
Latvia,2016,Patents,Total,11.0
Latvia,2017,Patents,Total,14.0
Latvia,2018,Patents,Total,13.0
Latvia,2019,Patents,Total,22.0
Latvia,2020,Patents,Total,30.0
Latvia,2021,Patents,Total,22.0
Latvia,2022,Patents,Total,21.0
Latvia,2023,Patents,Total,27.0
Montenegro,2009,Patents,Total,0.0
Montenegro,2010,Patents,Total,0.0
Montenegro,2011,Patents,Total,0.0
Montenegro,2012,Patents,Total,1.0
Montenegro,2013,Patents,Total,1.0
Montenegro,2014,Patents,Total,0.0
Montenegro,2015,Patents,Total,0.0
Montenegro,2016,Patents,Total,1.0
Montenegro,2017,Patents,Total,1.0
Montenegro,2018,Patents,Total,2.0
Montenegro,2019,Patents,Total,0.0
Montenegro,2020,Patents,Total,2.0
Montenegro,2021,Patents,Total,1.0
Montenegro,2022,Patents,Total,0.0
Montenegro,2023,Patents,Total,0.0
North Macedonia,2009,Patents,Total,0.0
North Macedonia,2010,Patents,Total,0.0
North Macedonia,2011,Patents,Total,0.0
North Macedonia,2012,Patents,Total,0.0
North Macedonia,2013,Patents,Total,1.0
North Macedonia,2014,Patents,Total,1.0
North Macedonia,2015,Patents,Total,0.0
North Macedonia,2016,Patents,Total,1.0
North Macedonia,2017,Patents,Total,0.0
North Macedonia,2018,Patents,Total,0.0
North Macedonia,2019,Patents,Total,1.0
North Macedonia,2020,Patents,Total,1.0
North Macedonia,2021,Patents,Total,5.0
North Macedonia,2022,Patents,Total,3.0
North Macedonia,2023,Patents,Total,4.0
Malta,2004,Patents,Total,8.0
Malta,2005,Patents,Total,7.0
Malta,2006,Patents,Total,15.0
Malta,2007,Patents,Total,27.0
Malta,2008,Patents,Total,27.0
Malta,2009,Patents,Total,61.0
Malta,2010,Patents,Total,31.0
Malta,2011,Patents,Total,30.0
Malta,2012,Patents,Total,24.0
Malta,2013,Patents,Total,43.0
Malta,2014,Patents,Total,62.0
Malta,2015,Patents,Total,94.0
Malta,2016,Patents,Total,74.0
Malta,2017,Patents,Total,69.0
Malta,2018,Patents,Total,51.0
Malta,2019,Patents,Total,58.0
Malta,2020,Patents,Total,63.0
Malta,2021,Patents,Total,56.0
Malta,2022,Patents,Total,72.0
Malta,2023,Patents,Total,59.0
Netherlands,2004,Patents,Total,6974.0
Netherlands,2005,Patents,Total,7799.0
Netherlands,2006,Patents,Total,7360.0
Netherlands,2007,Patents,Total,7118.0
Netherlands,2008,Patents,Total,7360.0
Netherlands,2009,Patents,Total,6694.0
Netherlands,2010,Patents,Total,5965.0
Netherlands,2011,Patents,Total,5627.0
Netherlands,2012,Patents,Total,5067.0
Netherlands,2013,Patents,Total,5852.0
Netherlands,2014,Patents,Total,6874.0
Netherlands,2015,Patents,Total,7147.0
Netherlands,2016,Patents,Total,6860.0
Netherlands,2017,Patents,Total,7043.0
Netherlands,2018,Patents,Total,7142.0
Netherlands,2019,Patents,Total,6942.0
Netherlands,2020,Patents,Total,6386.0
Netherlands,2021,Patents,Total,6578.0
Netherlands,2022,Patents,Total,6796.0
Netherlands,2023,Patents,Total,7033.0
Norway,2009,Patents,Total,475.0
Norway,2010,Patents,Total,509.0
Norway,2011,Patents,Total,467.0
Norway,2012,Patents,Total,555.0
Norway,2013,Patents,Total,509.0
Norway,2014,Patents,Total,529.0
Norway,2015,Patents,Total,510.0
Norway,2016,Patents,Total,523.0
Norway,2017,Patents,Total,531.0
Norway,2018,Patents,Total,610.0
Norway,2019,Patents,Total,646.0
Norway,2020,Patents,Total,652.0
Norway,2021,Patents,Total,629.0
Norway,2022,Patents,Total,657.0
Norway,2023,Patents,Total,697.0
Poland,2004,Patents,Total,93.0
Poland,2005,Patents,Total,111.0
Poland,2006,Patents,Total,127.0
Poland,2007,Patents,Total,104.0
Poland,2008,Patents,Total,169.0
Poland,2009,Patents,Total,174.0
Poland,2010,Patents,Total,205.0
Poland,2011,Patents,Total,246.0
Poland,2012,Patents,Total,383.0
Poland,2013,Patents,Total,372.0
Poland,2014,Patents,Total,482.0
Poland,2015,Patents,Total,566.0
Poland,2016,Patents,Total,393.0
Poland,2017,Patents,Total,446.0
Poland,2018,Patents,Total,519.0
Poland,2019,Patents,Total,463.0
Poland,2020,Patents,Total,478.0
Poland,2021,Patents,Total,522.0
Poland,2022,Patents,Total,607.0
Poland,2023,Patents,Total,671.0
Portugal,2004,Patents,Total,52.0
Portugal,2005,Patents,Total,41.0
Portugal,2006,Patents,Total,79.0
Portugal,2007,Patents,Total,71.0
Portugal,2008,Patents,Total,85.0
Portugal,2009,Patents,Total,113.0
Portugal,2010,Patents,Total,81.0
Portugal,2011,Patents,Total,81.0
Portugal,2012,Patents,Total,76.0
Portugal,2013,Patents,Total,95.0
Portugal,2014,Patents,Total,113.0
Portugal,2015,Patents,Total,141.0
Portugal,2016,Patents,Total,157.0
Portugal,2017,Patents,Total,150.0
Portugal,2018,Patents,Total,221.0
Portugal,2019,Patents,Total,272.0
Portugal,2020,Patents,Total,251.0
Portugal,2021,Patents,Total,290.0
Portugal,2022,Patents,Total,312.0
Portugal,2023,Patents,Total,329.0
Romania,2004,Patents,Total,11.0
Romania,2005,Patents,Total,8.0
Romania,2006,Patents,Total,16.0
Romania,2007,Patents,Total,16.0
Romania,2008,Patents,Total,18.0
Romania,2009,Patents,Total,16.0
Romania,2010,Patents,Total,14.0
Romania,2011,Patents,Total,20.0
Romania,2012,Patents,Total,35.0
Romania,2013,Patents,Total,33.0
Romania,2014,Patents,Total,28.0
Romania,2015,Patents,Total,30.0
Romania,2016,Patents,Total,31.0
Romania,2017,Patents,Total,52.0
Romania,2018,Patents,Total,50.0
Romania,2019,Patents,Total,40.0
Romania,2020,Patents,Total,55.0
Romania,2021,Patents,Total,31.0
Romania,2022,Patents,Total,46.0
Romania,2023,Patents,Total,42.0
Serbia,2009,Patents,Total,4.0
Serbia,2010,Patents,Total,8.0
Serbia,2011,Patents,Total,6.0
Serbia,2012,Patents,Total,5.0
Serbia,2013,Patents,Total,11.0
Serbia,2014,Patents,Total,11.0
Serbia,2015,Patents,Total,4.0
Serbia,2016,Patents,Total,1.0
Serbia,2017,Patents,Total,10.0
Serbia,2018,Patents,Total,9.0
Serbia,2019,Patents,Total,9.0
Serbia,2020,Patents,Total,8.0
Serbia,2021,Patents,Total,20.0
Serbia,2022,Patents,Total,13.0
Serbia,2023,Patents,Total,14.0
Sweden,2004,Patents,Total,2429.0
Sweden,2005,Patents,Total,2486.0
Sweden,2006,Patents,Total,2548.0
Sweden,2007,Patents,Total,2730.0
Sweden,2008,Patents,Total,3134.0
Sweden,2009,Patents,Total,3147.0
Sweden,2010,Patents,Total,3590.0
Sweden,2011,Patents,Total,3638.0
Sweden,2012,Patents,Total,3518.0
Sweden,2013,Patents,Total,3674.0
Sweden,2014,Patents,Total,3873.0
Sweden,2015,Patents,Total,3839.0
Sweden,2016,Patents,Total,3547.0
Sweden,2017,Patents,Total,3783.0
Sweden,2018,Patents,Total,4055.0
Sweden,2019,Patents,Total,4395.0
Sweden,2020,Patents,Total,4422.0
Sweden,2021,Patents,Total,4947.0
Sweden,2022,Patents,Total,5040.0
Sweden,2023,Patents,Total,5139.0
Slovenia,2004,Patents,Total,51.0
Slovenia,2005,Patents,Total,87.0
Slovenia,2006,Patents,Total,90.0
Slovenia,2007,Patents,Total,115.0
Slovenia,2008,Patents,Total,128.0
Slovenia,2009,Patents,Total,115.0
Slovenia,2010,Patents,Total,131.0
Slovenia,2011,Patents,Total,129.0
Slovenia,2012,Patents,Total,108.0
Slovenia,2013,Patents,Total,135.0
Slovenia,2014,Patents,Total,125.0
Slovenia,2015,Patents,Total,118.0
Slovenia,2016,Patents,Total,113.0
Slovenia,2017,Patents,Total,98.0
Slovenia,2018,Patents,Total,100.0
Slovenia,2019,Patents,Total,122.0
Slovenia,2020,Patents,Total,165.0
Slovenia,2021,Patents,Total,116.0
Slovenia,2022,Patents,Total,123.0
Slovenia,2023,Patents,Total,153.0
Slovakia,2004,Patents,Total,12.0
Slovakia,2005,Patents,Total,16.0
Slovakia,2006,Patents,Total,19.0
Slovakia,2007,Patents,Total,19.0
Slovakia,2008,Patents,Total,28.0
Slovakia,2009,Patents,Total,26.0
Slovakia,2010,Patents,Total,25.0
Slovakia,2011,Patents,Total,43.0
Slovakia,2012,Patents,Total,35.0
Slovakia,2013,Patents,Total,29.0
Slovakia,2014,Patents,Total,26.0
Slovakia,2015,Patents,Total,47.0
Slovakia,2016,Patents,Total,44.0
Slovakia,2017,Patents,Total,41.0
Slovakia,2018,Patents,Total,51.0
Slovakia,2019,Patents,Total,42.0
Slovakia,2020,Patents,Total,54.0
Slovakia,2021,Patents,Total,43.0
Slovakia,2022,Patents,Total,48.0
Slovakia,2023,Patents,Total,56.0
Albania,2011,Patents,Total,0.0
Albania,2012,Patents,Total,0.0
Albania,2013,Patents,Total,0.0
Albania,2014,Patents,Total,3.0
Albania,2015,Patents,Total,0.0
Albania,2016,Patents,Total,2.0
Albania,2017,Patents,Total,0.0
Albania,2018,Patents,Total,0.0
Albania,2019,Patents,Total,2.0
Albania,2020,Patents,Total,1.0
Albania,2021,Patents,Total,3.0
Albania,2022,Patents,Total,7.0
Albania,2023,Patents,Total,8.0
Austria,2011,Patents,Total,1872.0
Austria,2012,Patents,Total,2011.0
Austria,2013,Patents,Total,2131.0
Austria,2014,Patents,Total,2138.0
Austria,2015,Patents,Total,2177.0
Austria,2016,Patents,Total,2219.0
Austria,2017,Patents,Total,2394.0
Austria,2018,Patents,Total,2488.0
Austria,2019,Patents,Total,2530.0
Austria,2020,Patents,Total,2478.0
Austria,2021,Patents,Total,2386.0
Austria,2022,Patents,Total,2546.0
Austria,2023,Patents,Total,2570.0
Belgium,2011,Patents,Total,1955.0
Belgium,2012,Patents,Total,1956.0
Belgium,2013,Patents,Total,2106.0
Belgium,2014,Patents,Total,2186.0
Belgium,2015,Patents,Total,2147.0
Belgium,2016,Patents,Total,2321.0
Belgium,2017,Patents,Total,2240.0
Belgium,2018,Patents,Total,2337.0
Belgium,2019,Patents,Total,2355.0
Belgium,2020,Patents,Total,2341.0
Belgium,2021,Patents,Total,2477.0
Belgium,2022,Patents,Total,2516.0
Belgium,2023,Patents,Total,2599.0
Bulgaria,2011,Patents,Total,21.0
Bulgaria,2012,Patents,Total,26.0
Bulgaria,2013,Patents,Total,35.0
Bulgaria,2014,Patents,Total,33.0
Bulgaria,2015,Patents,Total,43.0
Bulgaria,2016,Patents,Total,27.0
Bulgaria,2017,Patents,Total,36.0
Bulgaria,2018,Patents,Total,43.0
Bulgaria,2019,Patents,Total,48.0
Bulgaria,2020,Patents,Total,62.0
Bulgaria,2021,Patents,Total,48.0
Bulgaria,2022,Patents,Total,58.0
Bulgaria,2023,Patents,Total,50.0
Switzerland,2011,Patents,Total,4452.0
Switzerland,2012,Patents,Total,4536.0
Switzerland,2013,Patents,Total,4605.0
Switzerland,2014,Patents,Total,4580.0
Switzerland,2015,Patents,Total,5037.0
Switzerland,2016,Patents,Total,4895.0
Switzerland,2017,Patents,Total,4933.0
Switzerland,2018,Patents,Total,5271.0
Switzerland,2019,Patents,Total,5556.0
Switzerland,2020,Patents,Total,5582.0
Switzerland,2021,Patents,Total,7325.0
Switzerland,2022,Patents,Total,5788.0
Switzerland,2023,Patents,Total,5938.0
Cyprus,2011,Patents,Total,17.0
Cyprus,2012,Patents,Total,25.0
Cyprus,2013,Patents,Total,12.0
Cyprus,2014,Patents,Total,10.0
Cyprus,2015,Patents,Total,14.0
Cyprus,2016,Patents,Total,15.0
Cyprus,2017,Patents,Total,14.0
Cyprus,2018,Patents,Total,13.0
Cyprus,2019,Patents,Total,17.0
Cyprus,2020,Patents,Total,24.0
Cyprus,2021,Patents,Total,36.0
Cyprus,2022,Patents,Total,19.0
Cyprus,2023,Patents,Total,23.0
Czechia,2011,Patents,Total,223.0
Czechia,2012,Patents,Total,216.0
Czechia,2013,Patents,Total,223.0
Czechia,2014,Patents,Total,255.0
Czechia,2015,Patents,Total,287.0
Czechia,2016,Patents,Total,284.0
Czechia,2017,Patents,Total,297.0
Czechia,2018,Patents,Total,364.0
Czechia,2019,Patents,Total,273.0
Czechia,2020,Patents,Total,293.0
Czechia,2021,Patents,Total,233.0
Czechia,2022,Patents,Total,332.0
Czechia,2023,Patents,Total,354.0
Germany,2011,Patents,Total,26852.0
Germany,2012,Patents,Total,27748.0
Germany,2013,Patents,Total,26648.0
Germany,2014,Patents,Total,25898.0
Germany,2015,Patents,Total,25117.0
Germany,2016,Patents,Total,25602.0
Germany,2017,Patents,Total,26090.0
Germany,2018,Patents,Total,27367.0
Germany,2019,Patents,Total,27804.0
Germany,2020,Patents,Total,27129.0
Germany,2021,Patents,Total,26412.0
Germany,2022,Patents,Total,26188.0
Germany,2023,Patents,Total,26847.0
Denmark,2011,Patents,Total,1867.0
Denmark,2012,Patents,Total,1724.0
Denmark,2013,Patents,Total,1892.0
Denmark,2014,Patents,Total,1964.0
Denmark,2015,Patents,Total,1896.0
Denmark,2016,Patents,Total,1850.0
Denmark,2017,Patents,Total,2040.0
Denmark,2018,Patents,Total,2288.0
Denmark,2019,Patents,Total,2253.0
Denmark,2020,Patents,Total,2292.0
Denmark,2021,Patents,Total,2590.0
Denmark,2022,Patents,Total,2549.0
Denmark,2023,Patents,Total,2531.0
Estonia,2011,Patents,Total,46.0
Estonia,2012,Patents,Total,48.0
Estonia,2013,Patents,Total,50.0
Estonia,2014,Patents,Total,36.0
Estonia,2015,Patents,Total,36.0
Estonia,2016,Patents,Total,45.0
Estonia,2017,Patents,Total,57.0
Estonia,2018,Patents,Total,50.0
Estonia,2019,Patents,Total,53.0
Estonia,2020,Patents,Total,59.0
Estonia,2021,Patents,Total,70.0
Estonia,2022,Patents,Total,62.0
Estonia,2023,Patents,Total,67.0
Greece,2011,Patents,Total,94.0
Greece,2012,Patents,Total,100.0
Greece,2013,Patents,Total,88.0
Greece,2014,Patents,Total,125.0
Greece,2015,Patents,Total,117.0
Greece,2016,Patents,Total,94.0
Greece,2017,Patents,Total,134.0
Greece,2018,Patents,Total,150.0
Greece,2019,Patents,Total,168.0
Greece,2020,Patents,Total,169.0
Greece,2021,Patents,Total,223.0
Greece,2022,Patents,Total,242.0
Greece,2023,Patents,Total,209.0
Spain,2011,Patents,Total,1675.0
Spain,2012,Patents,Total,1829.0
Spain,2013,Patents,Total,1800.0
Spain,2014,Patents,Total,1783.0
Spain,2015,Patents,Total,1798.0
Spain,2016,Patents,Total,1884.0
Spain,2017,Patents,Total,2141.0
Spain,2018,Patents,Total,2248.0
Spain,2019,Patents,Total,2322.0
Spain,2020,Patents,Total,2217.0
Spain,2021,Patents,Total,2135.0
Spain,2022,Patents,Total,2425.0
Spain,2023,Patents,Total,2577.0
Finland,2011,Patents,Total,1332.0
Finland,2012,Patents,Total,1578.0
Finland,2013,Patents,Total,1635.0
Finland,2014,Patents,Total,1812.0
Finland,2015,Patents,Total,1657.0
Finland,2016,Patents,Total,1587.0
Finland,2017,Patents,Total,1520.0
Finland,2018,Patents,Total,1563.0
Finland,2019,Patents,Total,1593.0
Finland,2020,Patents,Total,1630.0
Finland,2021,Patents,Total,1879.0
Finland,2022,Patents,Total,1579.0
Finland,2023,Patents,Total,1697.0
France,2011,Patents,Total,9462.0
France,2012,Patents,Total,9399.0
France,2013,Patents,Total,9531.0
France,2014,Patents,Total,10126.0
France,2015,Patents,Total,10368.0
France,2016,Patents,Total,10493.0
France,2017,Patents,Total,10806.0
France,2018,Patents,Total,10833.0
France,2019,Patents,Total,10592.0
France,2020,Patents,Total,10796.0
France,2021,Patents,Total,10751.0
France,2022,Patents,Total,11091.0
France,2023,Patents,Total,10808.0
Croatia,2011,Patents,Total,27.0
Croatia,2012,Patents,Total,29.0
Croatia,2013,Patents,Total,21.0
Croatia,2014,Patents,Total,23.0
Croatia,2015,Patents,Total,20.0
Croatia,2016,Patents,Total,29.0
Croatia,2017,Patents,Total,20.0
Croatia,2018,Patents,Total,31.0
Croatia,2019,Patents,Total,38.0
Croatia,2020,Patents,Total,39.0
Croatia,2021,Patents,Total,29.0
Croatia,2022,Patents,Total,54.0
Croatia,2023,Patents,Total,68.0
Hungary,2011,Patents,Total,191.0
Hungary,2012,Patents,Total,225.0
Hungary,2013,Patents,Total,230.0
Hungary,2014,Patents,Total,236.0
Hungary,2015,Patents,Total,198.0
Hungary,2016,Patents,Total,199.0
Hungary,2017,Patents,Total,212.0
Hungary,2018,Patents,Total,245.0
Hungary,2019,Patents,Total,228.0
Hungary,2020,Patents,Total,247.0
Hungary,2021,Patents,Total,192.0
Hungary,2022,Patents,Total,244.0
Hungary,2023,Patents,Total,226.0
Ireland,2011,Patents,Total,446.0
Ireland,2012,Patents,Total,452.0
Ireland,2013,Patents,Total,452.0
Ireland,2014,Patents,Total,565.0
Ireland,2015,Patents,Total,490.0
Ireland,2016,Patents,Total,557.0
Ireland,2017,Patents,Total,547.0
Ireland,2018,Patents,Total,537.0
Ireland,2019,Patents,Total,587.0
Ireland,2020,Patents,Total,660.0
Ireland,2021,Patents,Total,837.0
Ireland,2022,Patents,Total,686.0
Ireland,2023,Patents,Total,655.0
Iceland,2011,Patents,Total,32.0
Iceland,2012,Patents,Total,36.0
Iceland,2013,Patents,Total,27.0
Iceland,2014,Patents,Total,33.0
Iceland,2015,Patents,Total,40.0
Iceland,2016,Patents,Total,29.0
Iceland,2017,Patents,Total,45.0
Iceland,2018,Patents,Total,31.0
Iceland,2019,Patents,Total,46.0
Iceland,2020,Patents,Total,40.0
Iceland,2021,Patents,Total,61.0
Iceland,2022,Patents,Total,47.0
Iceland,2023,Patents,Total,39.0
Italy,2011,Patents,Total,4793.0
Italy,2012,Patents,Total,4555.0
Italy,2013,Patents,Total,4406.0
Italy,2014,Patents,Total,4367.0
Italy,2015,Patents,Total,4677.0
Italy,2016,Patents,Total,4834.0
Italy,2017,Patents,Total,5058.0
Italy,2018,Patents,Total,5227.0
Italy,2019,Patents,Total,5211.0
Italy,2020,Patents,Total,5368.0
Italy,2021,Patents,Total,5215.0
Italy,2022,Patents,Total,5581.0
Italy,2023,Patents,Total,5685.0
Liechtenstein,2011,Patents,Total,43.0
Liechtenstein,2012,Patents,Total,30.0
Liechtenstein,2013,Patents,Total,40.0
Liechtenstein,2014,Patents,Total,44.0
Liechtenstein,2015,Patents,Total,66.0
Liechtenstein,2016,Patents,Total,39.0
Liechtenstein,2017,Patents,Total,38.0
Liechtenstein,2018,Patents,Total,53.0
Liechtenstein,2019,Patents,Total,49.0
Liechtenstein,2020,Patents,Total,54.0
Liechtenstein,2021,Patents,Total,322.0
Liechtenstein,2022,Patents,Total,36.0
Liechtenstein,2023,Patents,Total,38.0
Lithuania,2011,Patents,Total,16.0
Lithuania,2012,Patents,Total,18.0
Lithuania,2013,Patents,Total,22.0
Lithuania,2014,Patents,Total,25.0
Lithuania,2015,Patents,Total,41.0
Lithuania,2016,Patents,Total,25.0
Lithuania,2017,Patents,Total,28.0
Lithuania,2018,Patents,Total,38.0
Lithuania,2019,Patents,Total,34.0
Lithuania,2020,Patents,Total,54.0
Lithuania,2021,Patents,Total,71.0
